CmpdID,neuSmi,y_true
4454,CCOC(C=C(C)CCC=C(C)C)OCC,4
5918,COC(=O)C=Cc1ccccc1,4
2604,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,4
13034,Oc1ccc(Nc2ccccc2)cc1,4
5212,CN(C)c1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)C3CCCNC3)cc2)n1,4.37
676,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN(C)C,5.4
5915,COC(=O)C=CC(=O)O,4
218,C=C(Cl)CSC(=S)N(CC)CC,4.288269965
12706,O=c1cc(-c2ccnc(NC3CCOCC3)n2)ccn1C(CO)c1ccc(Cl)c(F)c1,4.84
4685,CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n(C(C)C)c2=O)nc1,4.96
7645,CSSc1ccoc1C,4
1970,CC(c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)C(N)C(=O)N1CCCC1,4.43
4166,CCNC(=O)N1CC2C(C)C(C)C(C=Cc3ccc(-c4ccccc4C#N)cn3)C3C(C)OC(=O)C23C1,5.045
11372,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc2ncccc2c1,5
989,CC(C)(C)NC(=O)NCCN1CC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,4.89
11453,O=C(NO)c1ccccc1,4
43,Brc1cnc2nc(N3CCN4CCC3CC4)oc2c1,5.64
6592,COc1cc(F)ccc1-c1cncc(CNC(=O)c2ccccn2)c1,4.57
9896,Fc1ccc(N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)c(-c2ccccc2)c1,4.78
10175,N=C(N)NN=Cc1c(Cl)cccc1Cl,4
2316,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,4.360050319
10447,NC1=NC2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)CC2CS1,6.75
9196,Cc1ncccc1-c1nc2cn(-c3cccc(OC(C)C)c3)nc2c(=O)n1CC1CCCN(CC2CCCO2)C1,5.17
12622,O=[N+]([O-])c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(CCO)CC4)cc23)c1,6.85
7361,COc1cccc2c1nc(N)n1nc(CN3CCN(c4cnc(C)s4)CC3C)nc21,4.75
1450,CC(C)Cc1ccc2ncccc2c1NS(=O)(=O)c1ccc(CCCN2CCN3CCCC3C2)cc1,5.89
13250,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,4
7867,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12,4.846339446
11140,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,4
13149,c1ccc(-c2ccc(OCCCCCN3CCCCCC3)cc2)cc1,5.69
9316,Cc1nnc(-c2cc(C(F)(F)F)cc(S(=O)(=O)N3CCN(C(=O)C4CC4c4ccc(C(F)(F)F)cc4)CC3)c2)[nH]1,5.89
9347,Cc1noc(C)c1-c1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1,5.51
1234,CC(C)=CCCC(C)=CCO,4
9473,Clc1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)nc1,6.33
10320,NC(=O)c1ccccc1Cl,4
2182,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,4
7263,COc1ccc2nccc(NC(=O)C3(O)CCC(NCc4cnc5c(c4)OCCO5)CC3)c2n1,4.28
6063,COC(C)CCO,4
3992,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,4
8733,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1,7.612631579
5217,CN(C)c1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1F,8.92
12300,O=C1OCc2cc(C3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)cc5)CC4CO3)ccc21,4.68
2690,CCC(=O)OCC=C(C)CCC=C(C)C,4
6162,COCC(O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,4.75
5091,CN(C)CCN1C2CCC1CC(NC(c1ccc(F)cc1)c1ccc(F)cc1)C2,5.26
10625,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,4
2285,CC1C(=O)CC2(C(C)C)CC12,4
3130,CCCCC1CC(N(C)C(C)C)CCC1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,6.44
12701,O=c1cc(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)cn[nH]1,5.7
9996,N#CCc1ccccc1[N+](=O)[O-],4
5784,CNCc1ccc(C#N)cc1Oc1ccc(Cl)c(Cl)c1,5.88
4885,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,4.971339446
1267,CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)C1CCNC1,4.4
12497,O=S(=O)(O)c1cc(I)c(O)c2ncccc12,4
8699,Cc1cccc(-c2noc(C3CC(=O)N(c4ccc(F)cc4)C3)n2)c1,5.16
3644,CCCCOC(=O)C(C)O,4
1851,CC(NC(=O)c1ccc(Cl)cc1)C1C2CC(n3cnc4cc(F)c(F)cc43)CC21,5.906666667
9564,Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(F)cccc2c1=O,5.1
1888,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,4
1541,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,4.954672779
4150,CCN1CCOC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,5.1
13230,c1ccc2[nH]ccc2c1,4
10952,Nc1nnnn1-c1ccccc1,4
8432,Cc1ccc(C=O)cc1C,4
10209,NC(=O)C1CCC(c2ccc(OCc3ccccc3F)cc2F)N1,4.9
3273,CCCCCCCCCCC=CC#N,4
6726,COc1cc2ccc(Br)cc2cc1C(c1cccc(OC)c1F)C(O)(CCN(C)C)c1cccc2c1CCC2,5.52
1395,CC(C)CN(C(=O)c1cccc(C(F)(F)F)c1Cl)C1CCNC1,5.38
10384,NC(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1)C1CC1,5.325
9481,Clc1ccc(-n2cc(NCCN3CCCCC3)nn2)cc1Cl,5.77
931,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,4
8489,Cc1ccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)cn1,4.5
4045,CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3cccc(C(F)(F)F)c3)CC1=O)C2,5.77
6742,COc1cc2nc(Cl)nc(N)c2cc1OC,4
2408,CC1CCCN1CCc1ccc2nc(-c3cc(Br)no3)ccc2c1,6.06
7075,COc1ccc(Oc2nc(Nc3ccc(N4CCOCC4)nc3)ncc2NC(=O)c2cc(OC)cc(OC)c2)cc1,4.77
6232,COCCOc1cc(NC(=O)N2CCCc3cc(C4CCN(CC(F)(F)F)CC4)c(C=O)nc32)ncc1C#N,6.3
10957,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,4
7472,COc1cnccc1C1CCC(N2CC(NC(=O)CNc3ncnc4ccc(C(F)(F)F)cc34)C2)CC1,4.7
6025,COC(=O)c1cccc(C(=O)OC)c1,4
1043,CC(C)(C)c1c[nH]c(C2Cc3c([nH]c4ccccc34)C(C3CCOCC3)N2)n1,5.53
3025,CCCC(N)C(=O)NCCc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,4.4
3024,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,4
3494,CCCCCCCN(CC)CCCCCc1ccc(Cl)cc1,6.91
12327,O=C1SC(=Cc2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)C(=O)N1c1ccc(OCCCCN2CCN(CC3CC3)CC2)cc1,4.26
10086,N#Cc1ccc(N2CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)cc1,5.13
1935,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(C)(C)C,4.55
1114,CC(C)(CCO)n1nc(-c2ccc3cc(OC4CC4)ccc3c2)c(C(N)=O)c1N,5.35
7999,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccn4C)n2C)CC3)no1,6.6
7029,COc1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)n4C)CC32)cc1,6.1
1822,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,4
9116,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccccc2)CC1,5.7
2404,CC1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)Nc3ccccc3)cc2)cc1,6.53
12337,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2,4.771339446
10310,NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccn2)c1,8.72
11615,O=C(O)C1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,4.83
12782,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,4
3143,CCCCCC(=O)CC,4
13204,c1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1,5.24
10332,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,4
1087,CC(C)(C)c1ccc(O)c(O)c1,4
1853,CC(NC(=O)c1ccc(Cl)cc1)c1ccc2c(c1)CCCN2C(=O)c1cccc(Cl)c1,6
8509,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1ccc2c(c1)OC1(CCOCC1)CC(=O)N2,5.52
13268,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,4
6744,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,4
6095,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,4
4907,CCn1cc(C2(c3nn(C(C)C)c(=O)o3)NC(c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,5.11
7815,Cc1c(C(O)CN2CCC3(CC2)CCN(C2=C(Cl)C(=O)OC2)C3=O)ccc2c1COC2=O,4.48
1703,CC(C)n1nc(C(=O)NCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21,5.58
9090,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCSCC1)c1cccc(F)c1,6.13
8958,Cc1n[nH]cc1-c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)C3CC3c3ccc(C(F)(F)F)cc3)CC2)c1,7.4
11037,O=C(CCCCCCCCc1cccnc1)N1CCC(C=C(c2ccccc2)c2ccccc2)CC1,4.960103451
1948,CC(c1cc(OCC(F)F)ccn1)n1cnc2c(N)nc(Cl)nc21,4.75
9376,Cc1occc1-c1nc(N)c(OCC(N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,4.98
11540,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)N1CCc2ncccc2C1c1ccc(Cl)cc1,5.52
2238,CC1=C(O)C(=O)CO1,4
5750,CNCCC(Oc1ccccc1C)c1ccccc1,5.350669723
9976,N#CCCC#N,4
2516,CC1Cc2c(ccc3[nH]ncc23)C(C)(c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)F,4.89
2641,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,4.821339446
7094,COc1ccc2c(=O)n(CC(O)CO)c(C#N)c(-c3cccc(C(F)(F)F)c3)c2c1,4.8
10704,Nc1ccc(C(=O)O)cc1,4
7288,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,4.846339446
2574,CC1OCC2(CCN(c3nc(N)c(Sc4cccc(Cl)c4Cl)c(=O)n3C)CC2)C1N,5.4
4537,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,4
4562,CCOP(=S)(S)OCC,4
5886,COC(=O)C1=C(C)NC(C)=C(C(=O)NCC2CCN(CCc3ccc(C)c(C(F)(F)F)c3)C2)C1c1cccc([N+](=O)[O-])c1,5.57
4724,CC[N+]1(C)CCCC1,4.236382629
1786,CC(COC(C)(C)C)OCCCO,4
3168,CCCCCC=CCC=CCCCCCCCC(=O)OCC,4
8731,Cc1cccc(C2CCC(CNC(=O)c3ccc(-c4nc5cc(C#N)cc(C(C)C)c5o4)cc3)CC2)c1,4.95
5631,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC(F)CC3)c12,5.16
4764,CCc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,5.4
9585,Cn1c(=O)sc2ccc(-c3ccc(CC(C#N)NC(=O)C4CNCCCO4)cc3)cc21,4.64
1340,CC(C)CC(C)CC(O)CC(C)C,4
1925,CC(Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,4
8284,Cc1cc(OCCN2CCOCC2)nn1-c1ccc(Cl)c(Cl)c1,5.46
949,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,4
5253,CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1c[nH]c(=O)o1,5.14
11427,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ncccn1,4.8
9319,Cc1nnc(-c2nn(C)c3ccc(Nc4nccc(-n5cc(NC6CCOCC6N)c(C)n5)n4)cc23)o1,4.96
1564,CC(C)OC(C)C,4
224,C=C1C(C)(C)C2(Cl)C(Cl)C1(Cl)C(Cl)(Cl)C2(Cl)Cl,4.384802025
8978,Cc1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)C3)cs1,4.57
8821,Cc1ccccc1CCl,4
7464,COc1cnc2ccc(=O)n(CCN3CCN(c4nc5cc(C(F)(F)F)ccc5[nH]4)CC3)c2c1,5
1514,CC(C)N=C=NC(C)C,4
4208,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,4
5530,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4ccc5cccnc5c4)c3c2)CC1,4.12
3842,CCCOCCOCCOCCO,4
8671,Cc1ccc2c(n1)N1C(C)CNCC1C2,4.68
5866,COC(=O)C(c1ccccc1)C1CCCCN1,4
11472,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCCC3)o2)c(Cl)c1)c1ccccc1F,5.7
11133,O=C(CNc1ncnc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(c3cccnc3)CC2)C1,4.8
13238,c1ccc2c(c1)CCC2,4
1876,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4
1173,CC(C)(O)COCc1cccc(Nc2sc(-c3c(F)cc(C(C)(C)O)cc3F)cc2C(N)=O)n1,4.92
9945,N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,4.360103451
7146,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,4.988006113
3406,CCCCCCCCCCCc1ccccc1,4
10379,NC(=S)NNC(N)=S,4
11002,O=C(C=Cc1ccc2c(c1)C(=O)CC1(CCN(Cc3ccc(F)cc3)CC1)O2)NO,5.62
8156,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,4
2335,CC1CC2CSC(N)=NC2(c2ccsc2)CO1,4.4
6585,COc1cc(F)cc2c1nnc1c2c(-c2ccncc2C)nn1C,4.76
2636,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,5.510103451
3946,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(F)c2)cc1,5.52
10242,NC(=O)NC(=O)Cc1ccccc1,4
5718,CNC(C)c1cc(F)ccc1Oc1ccc(Cl)cc1,5.28
11348,O=C(NCC1(N2CCOCC2)CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,5
1623,CC(C)SCc1ccco1,4
6174,COCCC#N,4
10072,N#Cc1ccc(CNC(=O)N(c2cccc(F)c2)C2CCN(CCC3(c4cccc(F)c4)CCN(C(=O)c4ccc(C#N)cc4)CC3)CC2)cc1,6.4
4683,CCS(=O)(=O)c1ccc(C(NC(=O)OC)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)nc1,5.03
6204,COCCN1CCCC1Cn1nc(Cc2ccc(Cl)cc2)c2cccnc2c1=O,5.3
1073,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,4
2423,CC1CCCN1CCc1ccc2nc(-c3ccsc3)ccc2c1,5.32
995,CC(C)(C)NC(=O)NCCN1CCN(CC(=O)Nc2cc(Cl)cc(Cl)c2)CC1,5.8
92,C(=NC1CCCCC1)=NC1CCCCC1,4
13127,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,4
3169,CCCCCC=CCCC=O,4
7886,Cc1c(CCN2CCN(C(=O)Cc3cnc(-n4cnnn4)cn3)CC2)ccc2c1COC2=O,4.92
7347,COc1cccc2c1OC(c1ccc(OCCCN3CCCC(C)C3)cc1)C(C)S2(=O)=O,5.6
4507,CCON=C1CCc2cc(OCCCCCN3CCN(c4ccnc(N)c4)S3(=O)=O)ccc21,5.22
7938,Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2cc(C(N)=O)c(=O)n(C3CC3)c12,5
8479,Cc1ccc(N)cc1C,4
8703,Cc1cccc(C(=O)O)c1,4
5145,CN(C)Cc1ccccc1-c1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)c(F)c1,5.27
3495,CCCCCCCN(CC)CCCCc1ccc(Cl)cc1,7.87
7352,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,4
12905,OCCCCCCCl,4
12645,O=c1[nH][nH]c2ccccc12,4
7831,Cc1c(C(O)CN2CCC3(CC2)CCN(c2ccc(C#N)nc2)C3)ccc2c1COC2=O,5.92
8861,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-n3cccn3)cc1)C(=O)N2c1cc(O)ncn1,5.05
5561,CN1N=C(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23,4
3578,CCCCN(CC)CC#CCc1ccccc1,5.11
3638,CCCCNc1nc(N)nc2c1CN(C(=O)c1cccs1)CC2,6.05
2211,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,4
11816,O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1,4
13102,SCCSCCS,4
12920,OCCN1CC(O)C(O)C(O)C1CO,4
3062,CCCCC(CC)(CO)CO,4
9739,Cn1cnc(C(=O)N(Cc2ccc(F)c(Cl)c2)CC2C3CNCC32)c1,4.84
12165,O=C1CSC(c2cc(C(F)(F)F)cc(S(=O)(=O)N3CCN(C(=O)C4CC4c4ccc(C(F)(F)F)cc4)CC3)c2)=N1,5.4
11139,O=C(CO)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,5
6693,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,4
8809,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,4
2692,CCC(=O)OCCC(C)CCC=C(C)C,4
3241,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,4
5613,CNC(=O)Oc1cc(C)cc(C(C)C)c1,4
8808,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,4
1322,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,4
4302,CCOC(=O)C1CCN(CCOc2ccc(S(N)(=O)=O)cc2)CC1,4.64
6292,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,4
2373,CC1CCCC1,4
13277,c1ccc2oc(-c3csc(C4CCN(Cc5nc6ncccc6[nH]5)CC4)n3)cc2c1,5.52
4867,CCc1nn2c(C)cc(C)nc2c1Cc1ccc(CCC(=O)N2CCNCC2)cc1,4.64
11523,O=C(Nc1ccc(Cl)cn1)C(COCCO)Oc1ncnc2c1cnn2-c1ccccc1Cl,4.8
6537,COc1cc(C=C2CCCN3C2=NOC3(CO)c2ccc(F)cc2)ccc1-n1cnc(C)c1,5.48
12934,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,4.696339446
11886,O=C(Oc1ccccc1)c1ccc2ccccc2c1O,4.310103451
12329,O=C1c2c(O)ccc(Nc3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,4.360103451
164,C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,4
10000,N#CSCSC#N,4.300208503
10714,Nc1ccc(Cl)c([N+](=O)[O-])c1,4
61,C#CC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,4.610103451
11987,O=C(c1ccncc1)N1CCC2(CCN(Cc3ccccc3OC(F)(F)C(F)F)CC2)CC1,5.03
8080,Cc1cc(C(N)=O)c(-c2cccc(OC(=O)NCCCN3CCN(c4ccccc4)CC3)c2)o1,5.965
9670,Cn1cc(-c2cc3nccnc3c(OCC3CNCCC3(F)F)n2)cn1,4.6
2760,CCC(C)COC(=O)C=Cc1ccc(N=Cc2ccc(OC)cc2)cc1,4.360635078
7414,COc1ccccc1Oc1cccc(CN2CCC3(CC2)CCN(C(=O)c2ccc(Cl)cc2)CC3)c1,7
11096,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(O)(c3ccns3)CC2)C1,4.62
1414,CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,4.38606077
5008,CN(C)C(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,4.97
12774,O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,4
7598,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,4
4829,CCc1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,5.2
11574,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,4.07
6137,COCC(=O)N1Cc2cc(S(=O)(=O)CC3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,4.75
3211,CCCCCCCC(=O)OC,4
11425,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1cnccn1,5.04
2793,CCC(CC)C(=O)O,4
4762,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1O,5.121339446
8685,Cc1ccc2nc(CN3CCN(C(=O)CC(c4ccccc4)c4ccc(F)cc4)CC3)oc2c1,5.64
7211,COc1ccc2ncc(F)c(CCC3(O)COC4C(NCc5ccc6c(n5)NC(=O)CO6)COC43)c2n1,4.92
3138,CCCCC=O,4
4485,CCOCCC(=O)OCC,4
157,C=C(C)C(=O)OCC(C)O,4
1331,CC(C)CC(=O)N1CCCc2cc(CNC(=O)c3ccsc3)ccc21,4.62
6648,COc1cc(N2CCN(CCS(C)(=O)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,5.03
6040,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,4
8611,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6c(cc5CC4)OCCN6)n3C)cccc2n1,6.4
7209,COc1ccc2ncc(F)c(CCC3(O)COC4C(NCc5ccc(Cl)c(Cl)c5)COC43)c2n1,5.21
12520,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,4.310103451
999,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCN4CCOCC4)c4ccc(OC(F)F)cc34)nc12,5.84
8906,Cc1cnc(C2(O)CCC(N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)s1,4.55
12723,O=c1ccc(OCCCN2CCCCC2)nn1-c1ccc(Cl)c(Cl)c1,5.2
1406,CC(C)CNC(=O)c1cn(-c2cccc(Br)c2)c2ncccc2c1=O,4.5
10391,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,4
10923,Nc1nccc(Sc2cnc(N3CCC4(CCCC4N)CC3)cn2)c1Cl,4.92
9685,Cn1cc(-c2cnc(Nc3cnc(C#N)cn3)cc2NCC2CNCCO2)cn1,4.865
12610,O=[N+]([O-])c1ccc(S(=O)(=O)N2CCC(CN3CCC(c4noc5cc(F)ccc45)CC3)CC2)cc1,5.42
12685,O=c1c(O)c(-c2cccc(O)c2)oc2ccc(O)cc12,4
1184,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1,4
7914,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,4
7017,COc1ccc(Cn2c(C3CNCCS3)nc3ccccc32)cc1,5.82
7879,Cc1c(C2CN3CCN(C(=O)Cc4cnc(-n5cnnn5)cn4)CC3CO2)ccc(F)c1C#N,4.955
4153,CCN1CCc2cc(C3=CC4(CCNCC4)Oc4ccccc43)ccc2C1=O,4.87
7376,COc1ccccc1C12COC(C)CC1CSC(N)=N2,4.07
1660,CC(C)c1ccc(S(=O)(=O)Nc2ccc(C34CC3CN(C)C4)cc2)cc1,5.8
454,C=COCCCl,4
3680,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,4.460103451
2951,CCC=CCC=CCC=CCCCCCCCC(=O)OC,4
12616,O=[N+]([O-])c1ccc2c(c1)ncn2Cc1ccc(O)c2ncccc12,4.66
6101,COC1CC(n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(N(C)CCN(C)C)nc5)cc4c32)C1,5.24
10564,NCCc1ccc(O)cc1,4
2575,CC1OCC2(CCN(c3nc(N)c(Sc4ccnc(C5CC5)c4Cl)c(=O)n3C)CC2)C1N,5.01
4984,CN(C)C(=O)C1CCCN1Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2,5.3
1749,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4
11489,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1c(F)cccc1F,5.1
1415,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,4.360581891
5829,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,4
3376,CCCCCCCCCCCCN(CCO)CCO,4.928579865
9126,Cc1nc2cnc(Oc3cccc4cccnc34)cc2c(=O)n1CC1CCCN(C(C)C)C1,4.6
12095,O=C1CCc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,5.14
912,CC(C)(C(=O)c1cccnc1)c1cccnc1,4
1815,CC(Cl)C(C)Cl,4
6146,COCC(C)N(C(=O)CCl)c1c(C)csc1C,4
5309,CN1C(=O)C(NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,5.021339446
12549,O=S1OCCO1,4
