CmpdID,neuSmi,y_true
6019,CN1CCOc2c1cnn1c(-c3ccc4cccc(NCC5(F)CCNCC5)c4n3)nnc21,4.71
13057,O=CCc1ccccc1,4
11886,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,4
12474,O=C(Nc1ccccc1)c1ccccc1I,4
11683,CN(C)Cc1ccccc1,4
3506,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccns2)C3=O)ccc2c1COC2=O,5.175
7752,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],4.76084788
7034,CC(C(O)c1ccccc1)N(C)CCOC(c1ccccc1)c1ccccc1,5.738006113
5336,N[C@H](CO)Cc1nc(-c2ccc(Oc3ncc(Cl)cc3F)cc2)no1,4.845
9631,CC1(C)OC(=O)NC1=O,4
5878,CC(C)(C)n1cc2c(n1)C(=O)CC1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)O2,4.47
9272,CC(C)c1ccc(NC(=O)N(C)C)cc1,4
13418,O=C(c1ccccc1)c1ccc(O)cc1O,4
2277,C=CCO[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1,5.13
4833,Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C(F)(F)F)oc6c(Br)c5CC4)n3C)cccc2n1,5.7
7767,CCN(Cc1ccccc1)c1ccccc1,4.690497964
11165,CCOP(O)OCC,4
1960,CNCc1cc(C(F)(F)F)ccc1Oc1ccc(Cl)c(Cl)c1,5.88
1817,Cc1c(Nc2ncc3cc(Cl)c(C4CCN(C5COC5)CC4)cc3n2)cnn1C1CC1,4.82
3823,CC(C)(C)c1ccc2[nH]c(C(C)(C)N)nc2c1,4.39
10020,CC1CCC(=O)O1,4
7497,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,4.640839625
9081,CC(C)(C)c1n[nH]c(=S)n(N)c1=O,4
13,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)nc2)C[C@@H]1F,4.82
11942,COC(=O)C1(O)c2ccccc2-c2ccccc21,4
8918,CC(=O)Nc1ccc(C)cc1C,4
8998,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,4
2646,CC(C)n1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)oc1=O,4.55
13020,O=c1cc[nH]c(=O)[nH]1,4
5784,Cc1ncc(NCc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)cn1,5.21
2740,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)(C)C)oc6c(C)c5CC4)n3C)cccc2n1,6.6
9002,C=CCOC(C)=O,4
5338,Nc1n[nH]c(N2CCC(N(CCc3ccc(Cl)cc3)CC3CCCCO3)CC2)n1,4.96
69,O=C1NC(=O)/C(=C\c2ccccc2OCc2nnc(-c3ccccc3)o2)S1,4.39
10383,CCCCc1ccc(Cl)cc1,4
11067,CCOC(OCC)C(=O)c1ccccc1,4
9011,CC(=O)OCCCc1ccccc1,4
10811,CCCOC(=O)CCCCC(=O)OCCC,4
5586,CN1C[C@H](Cc2ccc(Cl)cc2)N(C2CCN(c3n[nH]c(N)n3)CC2)Cc2ccccc21,5.5
6805,CS(=O)(=O)c1cc(C2(NC(=O)c3cncc4c3cnn4-c3ccc(F)cc3)CC2)ccn1,4.17
5130,O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NC[C@H]3CCNC[C@@H]3F)nc12,5.3
10142,CCC(=O)CC(C)CC,4
10177,CCC(O)C(C)(C)C,4
2450,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)c(F)c3)n2)n1C(C)C,5
13049,O=Cc1cccc(Oc2ccccc2)c1,4
13593,CCCCCCCCCCCC(=O)O.OCCN(CCO)CCO,4
959,COc1ccc(-c2ccccc2N2CCN(CCCCOc3ccc4c(c3)NC(=O)C(C)O4)CC2)cc1,6.35
9225,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,4
12133,COc1ccc(C(=O)c2ccccc2O)c(O)c1,4
13788,COCC(C)OCC(C)OC,4
3250,CC1(C(=O)N2CCO[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)CCC1,4.85
6159,CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,5.2
83,O=C(O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,6.24
12121,COc1cc(OC)c(OC)cc1C=O,4
8301,O=C(NS(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl,4
11176,CCSC(=O)N(CC(C)C)CC(C)C,4
11829,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,4
1646,COc1ccc(-c2cc(-c3ccc(C(=O)N4CCN(C)CC4)cc3)cnc2N)cn1,4.69
6112,CC(C)(O)c1cccc(-c2ccc3nc(-c4ccc(Cl)cc4)cn3c2)c1,5.82
4125,O=C(c1cc(F)cc(F)c1)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1,5.1
6276,O=c1cc(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCCCC3)c12,6.1
5145,CN1CCOc2c1cnn1c(-c3ccc4ccc(Cl)c(NCC5(F)CCNCC5)c4n3)nnc21,5.68
8440,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,4
4533,c1ccc(-c2ccc(OCCCN3CCCCC3)cc2)cc1,6.38
13040,O=C1OC(=O)C2C3C=CC(C3)C12,4
7040,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,5.654672779
12395,CCCCn1cc[n+](C)c1.F[B-](F)(F)F,4
4296,C[C@@H](NC(=O)c1ccc(F)cc1)c1ccc2c(n1)CCCN2C(=O)c1cccc(Cl)c1,4.64
9684,Cc1ncsc1CCCl,4
5196,O=C(c1nc(-c2ccccc2)no1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,5.75
4859,C[S+](O)c1ccc(-c2ccc3ncc(-c4cccc([S+](C)O)c4)n3n2)cc1,4.68
2088,COc1cc(-c2cn(C3CC[C@@H]4CCCC[C@H]4N(Cc4ccccc4)C3=O)nn2)ccc1-n1cnc(C)c1,5.05
6725,COc1ccc(C2CCN(CCC3CCOc4ccccc43)CC2)cc1OC,6.7
3033,CNC(C)c1ccc(Cl)cc1Oc1ccc(C)cc1,5.43
10985,CCOC(=O)c1ccccc1C(=C1C=C(Br)C(=O)C(Br)=C1)c1cc(Br)c(O)c(Br)c1,4
9732,CC1=C(C(=O)Nc2ccccc2)SCCO1,4
1466,COC(C)(C)CCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,5.37
2475,COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CCc2cc3ccc(Cl)cc3[nH]2)cc1,7.35
7559,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,4.510103451
8720,C1=Cc2cccc3cccc1c23,4
5534,COc1ccc(NC(=O)Cn2cc(CCNS(=O)(=O)c3ccc(OC)cc3)c3ccccc32)cc1,4.99
5796,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C3CC3)c2)cc1C#Cc1cnc2cccnn12,6.47
781,CCc1nc2cc3c(c(C)c2o1)CCN(CCCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3,5.8
6056,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,6.7
13062,O=CNc1ccccc1,4
4243,COc1cc(-c2cn(CC(=O)N(c3ccccc3)c3ccccc3)nn2)ccc1-n1cnc(C)c1,5.52
6229,O=C1C(COCc2ccccc2)OC2(CCN(CCc3ccccc3)CC2)CN1c1ccccc1,7
12438,FC(F)(F)c1ccccc1,4
8907,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,4
782,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1,5.6
799,O=C1COc2cc3c(cc2N1)C(N1CCC(NC(=O)c2cc(=O)c4ccc(F)cc4o2)CC1)CC3,4.84
1811,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCC(C)(C)c3ccc(Cl)cc3)C2)C1,5.58
3856,CC(C)S(=O)(=O)N[C@H]1CN(c2ccccc2)C[C@@H]1c1ccc(-c2ccc(F)nc2)cc1,7.1
278,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(C)(C)C)n2C)CC3)no1,6.4
11215,CC(C)NCC(O)c1ccccc1Cl,4
9066,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,4
4370,Cc1ccc(OCC#Cc2cccc(CCCOc3ccc(C)cc3)[n+]2C)cc1,5.54
11622,O=C1CCC(=O)N1Cl,4
7032,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,5.754672779
6659,CCO/N=C/c1ccc(OCCC(C)CCN2CCN(c3ccnc(N)c3)C2=O)cc1,6.1
4709,COc1cc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)ncn1,4.9
9226,CC(C)C(=O)c1ccccc1,4
12089,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,4
816,CN(C)CCCOc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,4.19
11932,COC(=O)C(C)=O,4
10788,CCCN(CCC)N=O,4
149,Cc1nc(-c2cccnc2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,5.22
12235,COc1nc(C)nc(N)n1,4
12642,Nc1ccc(N)c([N+](=O)[O-])c1,4
6905,C[S+](O)Cc1ccc(C(=O)Nc2nccnc2C(=O)NCC2CCC2)c2ccccc12,4.77
5227,CCCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1,4.82
2336,Cn1cccc1CNC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,5.62
5459,N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N)nc1N,5.16
1112,N[C@H]1CN(c2ccc3nc(=O)ccn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,4
5367,COc1ccc2ncc(F)c(C(O)C[C@H]3OC[C@H](NCc4ccc5c(c4)OCCO5)CO3)c2c1,5.1
12905,OC1OC[C@@H](O)[C@H](O)[C@H]1O,4
10214,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,4
1327,COc1cccnc1Cn1ccc2nc(N)nc(NCc3cc(C)on3)c21,5.8
2194,O=C(N[C@H]1CC[C@H](C(=O)O)CC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,5.12
5947,CCCCc1cc(OC2CCN(CCCCN(C)S(=O)(=O)CC)CC2)c2ncccc2c1,6.6
6096,Cc1ccc(CCc2cccc(CCc3ccc(C)cc3)[n+]2C)cc1,7.62
11399,N=C(N)NC(=N)N1CCOCC1,4
6038,CC(c1cccc(C(F)(F)F)c1)N1CCN(CCN2Cc3ccccc3C2)C1=O,5.9
11332,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,4
11748,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,4
4179,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncnc3)CC2)C1,4.36
2457,NC(=O)c1cccc([S+](O)[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,4.7
3323,CCc1c(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)ccc2c1COC2=O,4.57
10254,CCCC(=O)C(CC)Sc1ccoc1C,4
5027,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,5.6
5012,Cc1cccc(Nc2nc(NC3CNC3)ncc2C(N)=O)c1,5.8
3195,CCCCCCCN(CC)CC#CCc1ccccc1,5.45
12206,COc1ccccc1OCC(O)CO,4
5402,Cc1nc(Oc2ccc(C(N)=O)cc2)ccc1CN1CCC(N2C(=O)N(C3CCOCC3)C[C@H]2c2ccccc2)CC1,4.75
8886,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,4
11632,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,4
4458,CC(C)[C@@H](Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(F)(F)F,5.46
4379,COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CC(=O)NCc2cccc(Cl)c2)cc1,7.47
321,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3cnn(C)c3)cc12,5.92
13080,O=S1(=O)CCCO1,4
7830,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,4.410103451
5606,Clc1ccc(Nc2nc3ccccc3c3[nH]c(C4CCC=CCC4)nc23)cc1Cl,5.22
6252,Cc1cc(C(=O)O)ccc1-c1ccc(N2C(=O)N(c3ccncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,4.66
12837,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,4
12590,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,4
6117,Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,5.4
5149,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,5.515
7047,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,5.604672779
5005,Cc1cc(O[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F,6.1
5120,COc1ncc(-c2cccc(OC(F)F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,5.4
1411,Cn1cncc1-c1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1,5.57
9261,Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C,4
11872,CNC=Nc1ccc(C)cc1C,4
6635,N[C@@H]1c2ccccc2OC12CCN(c1nc3[nH]nc(N4CCCc5ncccc54)c3nc1CO)CC2,6.64
3870,COc1ccc([C@H]2CN(CCCN(C)S(C)(=O)=O)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,5.33
8983,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,4
1001,CC(C)[C@@H](N)CN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,5.36
12891,CN1[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,4
1056,CC(C)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](N2CCC(c3cncnc3)CC2)C1,5.75
1057,COc1ncccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,6.22
2872,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc(CCC(=O)O)cc1,7.42
762,Cn1cc([C@@]2(c3noc(O)n3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,5.92
5649,O=C(O)CC1CCOC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)C1,5.363333333
4095,CCC[C@@H](CCO)Nc1nc(N)nc2cnn(Cc3ncc(C4=CC5(CCNCC5)C4)cc3OC)c12,5
13243,C=CC(=O)OCCOC(=O)CCC(=O)O,4
12981,O=C1Cc2ccccc2C1,4
5349,Cc1nnc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)o1,5.5
2462,Clc1ccc(-n2c(-c3ccc(Cl)cc3Cl)nc3c(NN4CCCCC4)ncnc32)cc1,5.57
9486,CC(O)C(C)O,4
11901,CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,4
10988,CCOC(=O)c1ccccc1OC,4
10603,CCCCCCCCCCCCOCCO,4
2629,COc1cc(F)ccc1-c1cncc(CNC(=O)C2CCC2)c1,4.73
4353,O=C(c1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)N1CCC(O)CC1,5.8
10940,CCO[Si](C)(CCCOCC1CO1)OCC,4
6370,COc1ccc(CCN2CCC(CCc3ccccc3OCCF)CC2)cc1,6.46
8368,O=[N+]([O-])c1ccc(F)cc1F,4
10403,CCCCCC(=O)OCCc1ccccc1,4
3170,CC(C)c1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)n1,5.1
7036,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,5.721339446
2176,COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc2ccccc2OC)CC1,5.72
7881,CCCCCCCOC(=O)c1ccc(O)cc1,4.30967854
228,COc1c(C(C)(C)C)cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,7
457,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,7.446923077
9651,Cc1cccc(Nc2ccccc2C(=O)O)c1C,4
6260,Cc1ccc([C@H]2C[C@@H]2COc2cc(NCc3nnc(C)s3)nc(C)n2)nc1,4.48
6723,CC1(C)CC(Oc2ccc(-c3ccc(-n4cccn4)cc3O)nn2)CC(C)(C)N1,6.64
5901,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,4.929003057
1579,CCn1cc(C2(c3nn(C)c(=O)o3)NC(c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,4.57
11017,CCOC(=O)CC(C)C,4
3973,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6c(cc5CC4)OCCN6)n3C)cccc2n1,6.4
11106,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,4
239,O=c1n(C[C@@H](O)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1,4.6
1775,NC(=O)[C@@H]1CC[C@H](c2ccc(OCc3cccc(F)c3)cc2)N1,5.5
10460,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,4
10793,CCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,4
3849,Cc1ccc(-c2nnc(SCCCN3CC[C@]4(C[C@@H]4c4ccc(C(F)(F)F)cc4)C3)n2C)c(C)n1,6.03
10497,CCCCCCCCC=O,4
9814,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,4
8856,CC(=O)c1cccc([N+](=O)[O-])c1,4
5880,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C,5
1793,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)n3nc(C)cc32)cc1,5.07
3511,O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,4.38
9881,Cc1cccc(C(=O)O)c1,4
7876,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.310103451
2016,COc1ccc2ncc(F)c(C(CC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)C(=O)O)c2n1,6
2425,Cc1ccc(C(=O)Nc2ccc(CN3Cc4cn[nH]c4C3)c(Cl)c2)cc1C#Cc1cnc2cccnn12,4.92
892,NC(=O)c1cccc(S[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,5.96
6200,CCC(C)(C)Cc1c[nH]c(CCc2ccc(-c3ccccn3)cc2)n1,5.92
12577,NC(=O)OCC(COC(N)=O)c1ccccc1,4
7093,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,5.388006113
10954,CCO/C=C1\N=C(c2ccccc2)OC1=O,4
7855,CCCC[N+](CCCC)(CCCC)CCCC,4.335581891
11578,O=C(CCl)c1ccccc1,4
1795,Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(C)C)C2=O,5.36
2399,CC1(C)C(=O)Nc2nc(-n3nc(Cc4ccccc4F)c4ccccc43)nc(N)c21,5.31
9269,CC1=CC=C(C(C)C)CC1,4
11072,CCOc1ccccc1C(N)=O,4
10234,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,4
10483,CCCCCCCC1CCC(=O)O1,4
10709,CCCCNC(=O)NCCCC,4
4785,COc1cc(N2C(=O)N(c3ccc(-c4ccccc4C(=O)O)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,5.62
9397,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,4
9484,CC(O)C#CC(C)O,4
5547,COCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,4.76
12381,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,4
3770,COc1cc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2nc1OC,7.86
8969,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,4
9017,CC(=O)SCc1ccco1,4
10510,CCCCCCCCCC[N+](C)(C)[O-],4
2447,CN(C)c1ccc(/N=N/c2ccccn2)c(O)c1.Cc1ccc(S(=O)(=O)O)cc1,6.62
3509,CS(=O)(=O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)cn1,4.87
3599,COc1cc(-c2cncc(-c3ccc(N4C[C@@H](C)N[C@@H](C)C4)cc3)c2C)cc(OC)c1OC,5.23
7116,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,5.292587309
533,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,6.35
7259,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,4.921339446
8587,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,4
5252,CC1(CN)CCN(c2cnc(Sc3cccnc3C(F)(F)F)c(N)n2)CC1,4.91
4132,C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCCC3(C(=O)O)CCOCC3)C[C@@H]21,6.52
11771,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,4
13266,O=C(O)CCCl,4
9483,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,4
4884,COc1ccc(OC)c(Cc2nc3ccccc3n2CC(=O)Nc2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1,7.7
6123,CC(C)Oc1cc([C@@](Cc2ccccc2)(NC(=O)C(N)C(O)(C(F)(F)F)C(F)(F)F)c2cc(F)cc(OC(F)(F)C(F)F)c2)ccc1F,4.36
10719,CCCCNC1CC(C)(C)NC(C)(C)C1,4
387,CCCCCCCN(CC)CC#CCc1ccc(C)cc1,5.29
13723,CCCCCCCC/C=C\CCCCCCCCOCCO,4.41260787
4873,CC(C)c1ccc(CS(=O)(=O)c2ccc([C@]34CNC[C@H]3C4)cc2)cc1,5.5
3228,CC(=O)N1CCN2CCCc3c(C)c4c(n3-c3ccc(C(N)=O)c(c3)NC[C@H]2C1)CC(C)(C)CC4=O,4.61
13174,O=C(O)c1cccc(Oc2ccccc2)c1,4
5031,O=c1ccc2c([nH]1)CCC(NCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)C2,5.62
1788,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccc(N(C)C)nc1)[C@@](O)(CCN(C)C)c1cccc(F)c1,6.05
3543,C[C@@H](c1ccc(OC(F)F)cc1)N1CC[C@](CCC(N)=O)(c2ccc(F)cc2)OC1=O,5.28
7482,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1,4.654672779
1450,O=C1CCc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,5.14
3993,Cc1c([C@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O,4
5461,C[C@@H]1OCC2(CCN(c3cnc4c(N5CCCc6ncccc65)n[nH]c4n3)CC2)[C@@H]1N,5.75
13658,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O,4
813,NC(=O)c1ccc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,5.34
8669,C=CC(=O)OCCOC1C2CCC1C1CC=CC12,4
852,COc1cccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)c1,5.14
8742,C1CCC(C2CCCCC2)CC1,4
3482,COc1cccc(C(c2cc3cc(Br)ccc3nc2OC)C(O)(CCN(C)C)c2cnc(C)cc2C)c1OC,5.41
1735,C[C@@H]1CCCN1CCc1ccc2nc(-c3cn[nH]c3)ccc2c1,4.4
5642,Cc1noc(C)c1-c1noc(-c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)n1,5.22
12114,COc1cc(Cl)ccc1Cl,4
10149,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,4
11129,CCOP(=O)(CN(CCO)CCO)OCC,4
12612,Nc1cc(Cl)cc(C(=O)O)c1Cl,4
